lon,lat,sex,education,age,sex_divining_ability,sex_random_guess,boy_number,abcd_random_guess,abcd_guessing_ability,TF_random_guess,coin_head,random ID,sex_divining_ability_reordered
80.19210815,13.0579071,1,4,4,4,45,75,70,4,70,15,70499,2
103.7098083,1.554000854,1,4,8,4,45,45,45,4,30,20,65388,2
103.7098083,1.554000854,1,4,8,4,50,50,50,4,50,50,42745,2
12.51260376,41.897995,1,5,8,1,50,50,25,1,50,50,55216,5
-120.2718964,47.41619873,0,5,7,4,10,50,20,4,40,30,15061,2
80.19210815,13.0579071,1,4,5,4,30,40,25,2,35,55,38551,2
-84.6026001,35.45570374,1,4,6,3,25,45,25,3,50,50,51972,3
8.929992676,45.86590576,1,4,3,1,50,50,25,1,50,50,22380,5
76.26528931,9.940597534,0,5,3,3,15,50,40,2,35,50,64774,3
80.19210815,13.0579071,0,5,3,3,35,15,30,2,35,50,83319,3
-79.15229797,43.79220581,1,4,6,3,25,20,20,3,65,40,15318,3
76.29638672,9.962799072,0,5,5,2,30,30,20,4,20,25,43345,4
-87.90740204,42.88949585,1,4,6,3,20,45,25,3,30,60,27421,3
72.88560486,19.07479858,1,4,6,3,5,50,30,3,45,65,23024,3
-75.16850281,39.96640015,1,4,9,5,60,65,70,5,25,65,77799,1
76.26528931,9.940597534,0,5,5,4,10,50,25,3,30,50,27616,2
76.26528931,9.940597534,0,5,5,3,35,40,25,2,25,40,82364,3
-74.00550079,40.73649597,0,4,3,4,45,45,25,3,40,25,23678,2
80.19210815,13.0579071,0,4,6,5,65,60,75,4,70,0,45423,1
14.53039551,40.92909241,1,3,2,4,30,75,65,3,30,50,67232,2
72.88560486,19.07479858,0,5,4,4,10,60,5,3,55,95,83499,2
72.88560486,19.07479858,1,5,4,4,10,20,25,3,10,100,22583,2
72.88560486,19.07479858,1,6,3,4,20,65,15,3,25,70,15282,2
-48.68699646,-22.81739807,1,3,4,4,25,70,25,3,50,50,41848,2
7.25970459,43.70449829,1,4,4,3,60,75,75,3,80,80,55785,3
-96.87039948,32.81370544,0,5,4,4,80,90,85,4,90,50,16682,2
12.10969543,43.14790344,1,5,3,1,50,50,25,1,50,50,92591,5
-51.16799927,-30.11880493,0,4,3,4,65,70,25,3,30,15,35964,2
-97.52089691,25.93559265,1,4,3,1,50,50,25,3,50,50,51902,5
-45.41819763,-22.41549683,0,4,3,3,45,40,20,4,45,50,84660,3
-119.2893982,47.14160156,0,5,7,2,50,50,25,2,50,50,88646,4
-45.89849854,-18.45620728,1,3,4,1,50,50,25,2,50,50,91493,5
-94.71620178,37.39329529,0,4,7,3,35,40,55,2,35,35,93877,3
36.81550598,-1.284103394,1,5,7,3,20,50,20,3,35,60,93896,3
-47.85629272,-23.35580444,1,5,7,3,50,50,50,3,20,50,57206,3
-105.0027008,39.84010315,1,4,4,2,20,50,25,3,45,50,76114,4
-84.68489838,43.10079956,0,4,5,3,50,50,25,2,40,50,53627,3
77.58551025,12.96339417,1,4,8,3,10,60,5,5,20,40,11564,3
12.24499512,45.49369812,1,4,3,3,50,50,25,3,50,50,56049,3
8.979202271,45.55340576,1,3,3,3,5,75,10,4,5,20,29456,3
-76.9417038,38.88920593,0,4,8,3,40,60,25,2,30,65,71512,3
-87.98130035,44.50340271,0,4,5,3,40,60,65,3,30,35,38409,3
-84.10310364,34.20370483,0,5,10,3,25,30,15,2,20,40,60531,3
36.81550598,-1.284103394,0,5,4,3,15,25,20,4,30,20,39347,3
-71.0102005,46.43449402,0,4,2,3,40,50,20,2,35,40,62149,3
-46.62950134,-23.63760376,0,5,5,1,50,55,35,3,50,50,17286,5
-84.14800262,44.99240112,0,4,10,4,50,50,30,4,45,50,31443,2
-79.73549652,40.47599792,1,4,5,3,35,45,60,2,60,45,99427,3
-41.71029663,-20.76559448,1,4,4,1,50,50,20,3,50,50,29354,5
-105.1559982,39.688797,,4,4,2,50,50,50,2,50,50,80176,4
-81.188797,28.37739563,0,6,3,3,50,40,20,2,50,50,20986,3
78.15539551,11.65379333,1,4,4,4,10,5,10,4,5,20,50281,2
-117.080101,32.63870239,0,4,10,1,50,50,25,3,50,50,54357,5
-77.0522995,38.80780029,0,4,6,3,50,50,30,1,30,40,81056,3
-121.4450989,38.47990417,0,4,7,3,40,45,20,3,20,35,35786,3
-121.2714005,38.69749451,1,5,5,4,65,55,65,4,60,60,67147,2
-93.33660126,44.95089722,0,4,5,2,50,50,25,3,50,50,66030,4
-81.71579742,32.44999695,0,4,3,1,50,50,40,2,30,50,86529,5
-84.29160309,39.06970215,0,3,5,5,0,50,0,3,55,50,41026,1
-75.16000366,39.93400574,0,4,7,3,10,50,25,3,50,50,30296,3
2.271606445,48.78520203,1,5,7,1,50,50,25,1,50,50,35957,5
114.1459961,22.27949524,1,4,4,3,50,50,25,1,50,50,46997,3
91.65231323,26.12060547,0,4,5,3,30,15,10,3,15,15,31553,3
2.407501221,48.83230591,0,3,4,1,50,50,25,3,25,50,19617,5
-65.28240204,-2.770294189,0,4,8,5,15,,20,2,10,25,87860,1
-65.28240204,-2.770294189,0,,8,2,15,35,25,2,30,25,31180,4
-87.66570282,42.01069641,0,4,3,2,5,10,70,3,10,30,79410,4
12.51260376,41.897995,1,4,4,3,55,50,50,2,50,50,13395,3
35.83329773,33.83329773,1,4,5,1,50,50,25,2,50,50,95352,5
-76.6753006,39.34069824,1,4,3,1,45,50,20,3,50,50,64931,5
8.539398193,47.36239624,1,4,3,1,50,50,25,3,50,50,99720,5
-74.22930145,40.72380066,1,3,2,4,10,10,60,4,15,60,89482,2
-103.4091034,20.63079834,1,5,4,3,50,40,25,3,50,50,41080,3
-81.23459625,43.01289368,0,4,3,3,50,50,30,3,40,50,67292,3
78.47439575,17.37530518,1,5,7,4,80,75,55,3,75,70,89235,2
-85.08029938,33.58149719,0,4,4,3,50,50,50,2,50,50,84041,3
-74.59770203,39.32119751,1,3,10,3,50,50,50,3,50,50,27858,3
-71.14309692,41.71659851,1,4,6,3,25,20,30,4,25,60,86628,3
76.29638672,9.962799072,1,5,6,3,15,15,15,2,20,20,41793,3
-82.35070038,34.83079529,0,4,8,3,25,40,20,2,45,40,22179,3
77.00601196,20.00630188,0,5,4,5,65,20,75,5,20,90,76223,1
77.23098755,28.68580627,1,4,5,4,25,55,25,2,30,40,42456,2
-43.08389282,-22.91720581,1,3,3,4,30,50,65,4,30,60,28546,2
-60.1427002,-12.74809265,0,4,8,3,65,60,45,3,60,50,50190,3
80.19210815,13.0579071,1,4,5,3,85,35,45,4,85,55,37208,3
79.13250732,12.918396,0,4,5,4,50,50,25,2,40,100,71928,2
-75.58599854,39.98449707,1,4,5,5,90,75,85,4,90,80,59990,1
80.19210815,13.0579071,0,4,5,3,80,35,45,3,50,55,16830,3
-97.8219986,37.75100708,1,4,5,4,30,50,70,3,40,70,91466,2
77.35449219,11.10670471,1,5,6,3,0,5,5,4,10,95,73759,3
-158.0160065,21.40010071,0,4,5,3,50,20,30,2,45,50,29691,3
77.35449219,11.10670471,1,5,6,2,0,30,20,4,75,85,34923,4
75.7928009,26.92599487,1,5,4,5,75,60,80,5,30,70,98768,1
80.19210815,13.0579071,1,4,5,3,60,20,65,2,10,20,46306,3
79.13250732,12.918396,1,5,4,3,65,15,40,3,10,80,40029,3
80.19210815,13.0579071,1,5,4,4,30,35,35,4,10,10,66814,2
77.58551025,12.96339417,0,4,6,4,45,25,30,4,20,10,48917,2
14.23849487,40.86700439,0,2,3,4,85,40,,4,30,45,39130,2
73.72860718,18.61610413,1,4,4,3,55,60,75,4,45,50,27127,3
-46.64430237,-23.57159424,1,4,4,2,50,40,50,2,50,50,41910,4
12.51260376,41.897995,1,5,6,1,30,35,25,2,60,50,39928,5
73.72860718,18.61610413,1,5,3,1,50,50,25,1,50,50,75260,5
12.10969543,43.14790344,0,5,6,3,55,55,50,4,50,50,91964,3
77.39599609,23.26539612,0,5,4,3,30,40,20,4,15,40,60268,3
